user_id,master_id,rating
SchusterBach,101492,3
SchusterBach,101128,3
SchusterBach,63224,3
SchusterBach,935190,2
SchusterBach,118623,2
SchusterBach,185791,2
SchusterBach,575485,2
SchusterBach,502212,2
SchusterBach,65113,2
SchusterBach,1216575,2
SchusterBach,86321,2
SchusterBach,62722,2
SchusterBach,195695,2
SchusterBach,66651,2
SchusterBach,209086,2
SchusterBach,928397,2
SchusterBach,348456,2
SchusterBach,555470,2
SchusterBach,44125,2
SchusterBach,73016,1
SchusterBach,124925,1
SchusterBach,204299,1
SchusterBach,204299,1
radiojohn,1445231,5
radiojohn,564746,5
radiojohn,194210,5
radiojohn,1300630,5
radiojohn,554699,4
radiojohn,882950,4
radiojohn,63279,3
presuminged,154249,5
presuminged,2090,5
presuminged,33739,4
presuminged,77153,4
presuminged,46798,4
presuminged,173072,4
presuminged,59157,4
presuminged,522602,4
presuminged,22788,4
presuminged,293213,4
presuminged,156753,4
presuminged,4989,4
presuminged,95548,4
presuminged,132414,4
presuminged,154249,5
presuminged,2090,5
presuminged,33739,4
presuminged,77153,4
presuminged,46798,4
presuminged,173072,4
presuminged,59157,4
presuminged,522602,4
presuminged,22788,4
presuminged,293213,4
presuminged,156753,4
presuminged,4989,4
presuminged,95548,4
presuminged,132414,4
presuminged,229232,4
presuminged,179821,4
presuminged,28403,4
presuminged,43152,4
presuminged,160627,4
presuminged,111957,4
presuminged,57129,4
presuminged,90500,4
presuminged,161556,4
presuminged,197456,3
presuminged,126761,3
presuminged,46538,3
presuminged,33462,3
presuminged,67682,3
presuminged,57162,3
presuminged,35427,3
presuminged,90215,3
presuminged,5984,3
presuminged,48948,3
presuminged,53993,3
presuminged,81872,3
presuminged,71672,3
presuminged,112799,3
presuminged,58639,3
presuminged,406615,3
presuminged,35141,3
presuminged,44418,3
presuminged,144881,3
presuminged,111977,3
presuminged,254600,3
presuminged,67546,2
presuminged,77245,2
presuminged,156104,2
PabloPlato,128370,5
PabloPlato,32219,5
PabloPlato,33985,5
PabloPlato,23605,5
PabloPlato,81214,5
PabloPlato,128370,5
PabloPlato,32219,5
PabloPlato,33985,5
PabloPlato,23605,5
PabloPlato,81214,5
PabloPlato,22684,5
PabloPlato,126423,5
PabloPlato,96837,5
PabloPlato,126257,5
PabloPlato,24580,5
